"","Species","SpecCode.x","Genus.x","SpeciesRefNo","Author","PicPreferredName","FamCode","GenCode","BodyShapeI","Source","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","Vulnerability","Length","LTypeMaxM","MaxLengthRef","PriceCateg","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","UsedasBait","Aquarium","GameFish","Dangerous","Electrogenic","GoogleImage","Comments","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","SpecCode.y","Genus.y","Family","Order","Class","SuperClass","Phylum","AreaCode","StockCode","Status","FAO","Invasive","MaxLengthTL","Troph","TempPrefMin","TempPrefMean","TempPrefMax"
"27","Alosa algeriensis",65105,"Alosa",59043,"Regan, 1916","Alalg_u0.jpg",796,4924,"fusiform / normal","O",0,1,1,1,"pelagic-neritic","WaterAssumed",44.4,43.5,"SL",10538,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"This species undertakes anadromous breeding migrations from the sea, where it spends most of its life, into the freshwater sections of rivers; it can also live permanently in brackish water (Ref. 10538). Males migrate upriver at 3-4 years, females at 4-5 years; it starts entering rivers when temperatures reach 14-18°C, mainly in May, and spawning commences when temperature rises above 20°C in May and June (Ref. 59043). The spawners return downstream immediately after spawning, but many die after spawning; most juveniles migrate to river mouth in first summer and remain at sea until they mature (Ref. 10538, 59043). Spawning occurs close to estuaries in fresh and brackish water (Ref. 59043).
In the marine and brackish water habitats, this shad consumes small fishes, such as species of <i>Engraulis</i>, <i>Sardina</i>, and <i>Sardinella</i>, and small benthic crustaceans, mainly isopods and amphipods (Ref. 10538).",0.5,0,10,2009-10-21,675,2018-04-12 20:58:35,65105,"Alosa","Alosidae","Clupeiformes","Teleostei","Osteichthyes","Chordata",37,55164,"native","Mediterranean and Black Sea","No",61,3.88000011444092,NA,NA,NA
"28","Alosa alosa",101,"Alosa",188,"(Linnaeus, 1758)","Alalo_u0.jpg",796,4924,"fusiform / normal","R",0,1,1,1,"pelagic-neritic","WaterAssumed",35.65,69,"TL",10536,"low",0,0,0,0,0,1,0,0,0,0,"never/rarely","never/rarely","never/rarely",1,"harmless","no special ability",1,"Amphihaline species, schooling and strongly migratory, penetrating far up rivers but not into small tributaries (Refs. 188, 59043). Adults are usually found in open waters along the coast (Ref. 51442). In freshwater, inhabits major rivers but may also enter tributaries, if water  temperature is equal to or is warmer than the main river (Ref. 188, 10536). Known lake populations from Morocco and Portugal need access to rivers to spawn (Refs. 10536, 89647, 89648). Larvae and small juveniles inhabit deep slow-flowing areas of rivers (Ref. 89649), some swimming upstream in late summer and autumn (Ref. 10536). Juveniles (up to 1+ years) are usually found near estuaries or river mouths (Refs. 10536, 59043), possibly making vertical diurnal movements synchronized with the tides; they remain in estuaries for over one year (Ref. 89630). Feeds on a wide range of planktonic crustaceans; larger adults feed on small schooling fishes (Ref. 188, 51442, 59043). Juveniles in freshwater prey on insect larvae. Females in European rivers commonly reach 70 cm total length (Ref. 10536). Females grow faster and are always larger than males of the same age (Ref. 10536). Less common than <i>Alosa fallax</i> but both have suffered from pollution and weirs or other obstructions (Ref. 188). It has been suggested that members of the genus <i>Alosa</i> are hearing specialists with the American shad (<i>Alosa sapidissima</i>) having been found to detect and respond to sounds up to at least 180 kHz (Ref. 89631). This may aid in predator avoidance (e.g. cetaceans) (Ref. 89632). Hybridization with the twaite shad (<i>Alosa fallax</i>) has been reported from the Rhine (Ref. 89633) as well as from rivers in France and Algeria (Ref. 10536). Shad hybrids may reproduce (Ref. 27567). Marketed fresh and frozen; eaten sautéed, broiled, fried and baked (Ref. 9988).  ",0.5,0,3,1990-10-17,675,2018-04-17 21:46:05,101,"Alosa","Alosidae","Clupeiformes","Teleostei","Osteichthyes","Chordata",37,115,"native","Mediterranean and Black Sea","No",83,2.95000004768372,7,10.1,15.6
"29","Alosa fallax",5355,"Alosa",188,"(Lacepède, 1803)","Alfal_u2.jpg",796,4924,"fusiform / normal","R",0,1,1,1,"pelagic-neritic","WaterAssumed",49.56,60,"SL",35388,"low",1,0,0,0,0,1,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Amphihaline species (Ref. 51442), schooling and strongly migratory, but apparently not penetrating far up rivers (Ref. 188, 6683). Adults are usually found in open waters along the coast (Refs. 59043, 89486); juveniles are usually found along estuaries and near the shore (Ref. 59043), possibly making vertical diurnal movements synchronized with the tides; they remain in estuaries for over one year (Ref. 89630). Several landlocked (lake) non-migratory populations exist (Ref. 10541). Mostly anadromous, entering river mouths in March (Italy) or early June (northenr European rivers) to spawn in or above the tidal reaches; adults probably return to sea not long after spawning (Ref. 188, 6683). Eggs are demersal and widely scattered among sand or gravel on river bed (Ref. 118, 6683). Ichthyophagous, feeds on small fishes and crustaceans, the young taking the fry of herrings, sprats and gobies (Ref. 188, 51442). Females grow faster and are always larger than males of the same age  (Ref. 10541). Very locally distributed due to pollution and impoundment of large rivers throughout Europe and most populations declined during the first decade of the 20th century, but seem to have stabilized at a low level since then (Ref. 59043). It has been suggested that members of the genus <i>Alosa</i> are hearing specialists with the American shad (<i>Alosa sapidissima</i>) having been found to detect and respond to sounds up to at least 180 kHz (Ref. 89631).  This may aid in predator avoidance (e.g. cetaceans) (Ref. 89632). Hybridization between this species and the allis shad (<i>Alosa alosa</i>) has been reported from the Rhine (Ref. 89633) as well as rivers in France and Algeria (Ref. 10541). There is some evidence that indicates that shad hybrids may reproduce (Ref. 27567).",0.5,0,3,1990-10-17,675,2018-05-08 17:51:59,5355,"Alosa","Alosidae","Clupeiformes","Teleostei","Osteichthyes","Chordata",37,1772,"native","Mediterranean and Black Sea","No",73.1999969482422,4.03000020980835,8.7,10.8,19.3
"30","Aluterus monoceros",4274,"Aluterus",3592,"(Linnaeus, 1758)","Almon_u1.jpg",517,5905,"short and / or deep","R",0,0,0,1,"reef-associated","WaterAssumed",47.86,76.1999969482422,"TL",26340,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"reports of ciguatera poisoning","no special ability",1,"Occasionally in shallow water by steep drop-offs.  Solitary or in pairs, occasionally in groups of five or six, at less than 10 m depth.  Juveniles are pelagic, seen under floating objects (Ref. 9318, 48637).  Benthopelagic (Ref. 58302).  Adults and juveniles are rarely seen near reefs.  Juveniles often with large jellies and these may bring them close to reefs and adults may nest on sandflats adjacent to reefs in deep water.  At other times, the adults may form large schools under weed-rafts that usually form during the wet season (Ref. 48637).  Feed on benthic organisms (Ref. 30573).",0.5625,0,1,1991-05-02,2291,2013-05-06,4274,"Aluterus","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes","Chordata",37,4470,"introduced","Mediterranean and Black Sea","Yes",76.1999969482422,2,22.8,27.6,29
"31","Ammodytes tobianus",38,"Ammodytes",3397,"Linnaeus, 1758","Amtob_u2.jpg",402,5436,"elongated","O",0,0,1,1,"demersal","WaterAssumed",23.44,20,"SL",3397,"low",1,0,0,0,0,1,0,0,0,0,"never/rarely","usually","never/rarely",0,"harmless","no special ability",1,"Territorial; found in  inshore waters, especially sandy bays and beaches, including the inter-tidal zone and estuaries; rarely offshore.  Alternate between lying buried in the sandy substrate and swimming in schools in the water mass.  Adults feed on zooplankton and some large diatoms (Ref. 3397).  They hibernate in winter buried in sand at depths of 20-50 cm (Ref. 35388).",0.515600025653839,0,1,1990-10-17,2,2008-01-11,38,"Ammodytes","Ammodytidae","Perciformes/Uranoscopoidei","Teleostei","Osteichthyes","Chordata",NA,NA,NA,NA,"No",24.3999996185303,3.07999992370605,7.3,10.2,13.5
"32","Anarchias euryurus",9029,"Anarchias",4450,"(Lea, 1913)","Aneur_u0.gif",56,4701,"eel-like","R",0,0,0,1,"demersal","WaterAssumed",15,25,"TL",27000,"medium",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Found on rough sand or rocks (Ref. 4450).",0.500500023365021,0,3,1994-03-06,34,1999-01-26,9029,"Anarchias","Muraenidae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,9350,"native","Mediterranean and Black Sea","No",25,3.4300000667572,15.9,19.1,20.1
"33","Anarhichas lupus",2501,"Anarhichas",4694,"Linnaeus, 1758","Anlup_u8.jpg",396,4140,"elongated","R",0,0,0,1,"demersal","WaterAssumed",69.18,150,"TL",7251,"low",0,0,0,1,0,1,0,0,1,1,"experimental","never/rarely","public aquariums",1,"harmless","no special ability",1,"Inhabit rocky bottoms, sometimes over sand or mud, from 1-500 m (Ref. 9988).  Benthic (Ref. 58426).  Feeds on fishes (Ref. 58426), hard-shelled mollusks, crabs, lobsters, sea urchins and other echinoderms.  Solitary in habit (Ref. 9988).  Marketed fresh and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).",0.593800008296967,0,2,1991-03-07,393,2010-03-31,2501,"Anarhichas","Anarhichadidae","Perciformes/Zoarcoidei","Teleostei","Osteichthyes","Chordata",37,2695,"questionable","Mediterranean and Black Sea","No",150,3.85999989509583,0.8,7.8,12.1
"34","Anguilla anguilla",35,"Anguilla",172,"(Linnaeus, 1758)","Anang_u6.jpg",49,9424,"eel-like","O",0,1,1,1,"demersal","Facultative",68.45,121.5,"TL",88166,"unknown",1,1,0,1,1,1,0,0,1,1,"commercial","never/rarely","never/rarely",1,"harmless","no special ability",1,"Inhabits all types of benthic habitats from streams to shores of large rivers and lakes. Naturally found only in water bodies connected to the sea (Ref. 59043). Territorial and solitary species; 'schools' of young eels which are observed from time to time are a mass response to outward conditions and not of active assembling (Ref. 172). Amphihaline (Ref. 51442). Migrates to the depths of the Sargasso Sea to spawn (Ref. 172, 51442). Eel larvae (leptocephali) are transparent ribbon-like. They are brought to the coasts of Europe by the Gulf Stream in 7 to 11 months time (Ref. 51442) and can last for up to 3 years (Ref. 8994). They are transformed into glass eels (6-8 cm length, cylindrical in shape and transparent to slightly pigmented in colour). They enter the estuaries and colonize rivers and lakes (Ref. 11941, 51442); some individuals remain in estuaries and coastal waters to grow into adults (Ref. 88171). The glass eel stage is followed by a long feeding period (from the yellow to the silver eel stage) lasting 6-12 years in males (Ref. 6125) and 9-20 years in females (Ref. 6125). Yellow and silver eels are benthic, found under stones, buried in the mud or in crevices (Ref. 89138). Yellow eels eventually lose their pigmentation, becoming dark dorsally and silver ventrally (called silver eels). Silver eels are also characterized by a clear contrasting black lateral line and enlarged eyes (Ref. 6125). At the end of their growth period, they become sexually mature, migrate to the sea and cover great distances during their spawning migration (5,000-6,000 km); with extensive daily vertical migrations between 200 m at night and 600 m during day time, possibly for predator avoidance (Ref. 89140). Gametogenesis occurs entirely during spawning migration. Average life span is usually 15-20 years (Ref. 88171). Male eels can grow up to 50 cm TL (Ref. 39903). Occurs at temperatures ranging from 0-30°C (Ref. 172). Its food includes virtually the whole aquatic fauna (freshwater as well as marine) occurring in the eel's area, augmented with animals living out of water, e.g. worms (Ref. 172). Best temperature for making eels sexually mature is 20-25°C (Ref. 35388). Sensitive to weak magnetic fields (Ref. 89141, 89142). Their high fat content and benthic feeding habits in continental waters make them vulnerable to the bioaccumulation of pollutants, such as heavy metals and organic contaminants, that may result in organ damage and impaired migration capability (Ref. 82710) and lowered genetic variability (Ref. 82711). Review of information supports the view that the European eel population as a whole has declined in most areas, the stock is outside safe biological limits and current fisheries not sustainable (Ref. 82712). Obvious decreasing of the stocks for all the continental native distribution area (Ref. 40476). Utilized fresh, dried or salted, smoked and frozen; can be fried, boiled and baked (Ref. 9988).",0.5,0,1,1990-10-17,65,2021-10-14,35,"Anguilla","Anguillidae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,45,"native","Mediterranean and Black Sea","No",133,3.54999995231628,3,7.9,14.5
"35","Anguilla japonica",295,"Anguilla",559,"Temminck & Schlegel, 1846","Anjap_u0.jpg",49,9424,"eel-like","O",0,1,1,1,"demersal","WaterAssumed",70.74,150,"TL",9828,"unknown",0,0,0,1,0,0,0,0,1,1,"commercial","never/rarely","never/rarely",0,"harmless","no special ability",1,"Spawning occurs in the sea; small eels ascend the rivers in schools; develop and grow in freshwater.  The species may crawl over land at night from one place to another (Ref. 5258, 11230).  Adults feed on crustaceans, insects and fish (Ref. 5258).  Maximum weight given (1889 g) has a maximum length of 100.8 cm TL in Ref. 82795.  Utilized fresh, smoked, canned and frozen; eaten steamed, broiled and baked (Ref. 9988).  Used in Chinese medicine (Ref. 12166).",0.5,0,2,1990-10-17,10,2016-03-04,295,"Anguilla","Anguillidae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,309,"questionable","Mediterranean and Black Sea","No",150,3.54999995231628,2.5,17,23.3
"36","Anthias anthias",1692,"Anthias",5506,"(Linnaeus, 1758)","Anant_u9.jpg",797,731,"fusiform / normal","R",0,0,0,1,"reef-associated","WaterAssumed",22.94,27,"SL",3397,"very high",0,0,0,1,0,1,0,0,1,0,"never/rarely","never/rarely","commercial",1,"harmless","no special ability",1,"Lives amongst rocks, gravel, coral (Ref. 2683) and in submarine caves on the continental shelf and upper slope.  Nocturnal.  Feeds on crustaceans and small fishes.  Protogynous.",0.503899991512299,0,5,1990-10-22,113,2008-06-28,1692,"Anthias","Anthiadidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",37,1889,"native","Mediterranean and Black Sea","No",32.939998626709,3.75,14.4,18.3,24.9
"37","Aphaniops dispar",4813,"Aphaniops",126233,"(Rüppell, 1829)","Apdis_f0.jpg",758,8730,"fusiform / normal","R",0,1,1,1,"benthopelagic","WaterAssumed",10,7,"TL",27139,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","potential",0,"harmless","no special ability",1,"Occurs in coastal zones, also found in oasis pools with hypersaline to fresh water (Ref. 3788).  Forms schools.  Chiefly a herbivorous species (Ref. 13530).  Spawn in areas where roots of hyacinth or other floating plants abound (Ref. 44327).  Not a seasonal killifish.  Very difficult to maintain in aquarium (Ref. 27139).",0.5,0,2,1991-12-18,14,2022-06-28,4813,"Aphaniops","Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes","Chordata",37,5042,"introduced","Mediterranean and Black Sea","Yes",7,2.92000007629395,25,27.4,29.2
"38","Aphanius fasciatus",4834,"Aphanius",126233,"(Valenciennes, 1821)","Apfas_u1.jpg",758,6061,"fusiform / normal","O",0,1,1,1,"benthopelagic","WaterAssumed",14.05,6,"TL",27139,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","commercial",0,"harmless","no special ability",1,"Occurs in coastal lagoons and in hypersaline to shallow still to slow-flowing fresh water, especially at river mouths (Ref. 59043).  A short-lived species which inhabits ponds, ditches and swamps.  Feeds on invertebrates and plants.  Spawns from April to September (Ref. 26100).  Spawning takes place on the bottom and in submerged vegetation (Ref. 59043).
Threatened due to habitat destruction and the introduction of other species (Ref. 26100).  Not a seasonal killifish.  Is difficult to maintain in the aquarium (Ref. 27139).",0.5,0,2,1991-12-19,10,2022-06-29,4834,"Aphanius","Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes","Chordata",37,5064,"native","Mediterranean and Black Sea","No",6,2.66000008583069,17.6,18.9,20.1
"39","Aphia minuta",39,"Aphia",4343,"(Risso, 1810)","Crlin_u1.jpg",405,899,"elongated","R",0,0,1,1,"pelagic-neritic","WaterAssumed",12.14,7.90000009536743,"TL",26260,"very high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely",NA,0,"harmless","no special ability",1,"Benthic and free swimming (Ref. 92840). A neotenic, pelagic species inhabiting inshore and estuarine waters, over sand, mud and eel-grass (Ref. 4343).  Adults feed on zooplankton, especially copepods, cirripede larvae and mysids (Ref. 4343).  They spawn in summer in empty bivalve shells (Ref. 35388).  Probably migrate to deeper water to spawn during summer (Ref. 57814).  Adults die after breeding (Ref. 4696) which does not qualify as a manifestation of semelparity but abbreviate iteroparity according to a recent study (Ref. 81039).  Eggs are pear-shaped (Ref. 4696).",1,0,1,1990-10-17,2,2014-08-25,39,"Aphia","Gobiidae","Gobiiformes","Teleostei","Osteichthyes","Chordata",37,49,"native","Mediterranean and Black Sea","No",7.90000009536743,3.09999990463257,7.6,10.8,18.6
"40","Apletodon dentatus",9196,"Apletodon",4765,"(Facciolà, 1887)","Apden_u2.jpg",434,6243,"elongated","R",0,0,0,1,"demersal","WaterAssumed",10,4,"SL",4765,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Found in littoral and sublittoral zones.",0.515600025653839,0,18,1994-03-14,14,2011-01-05,9196,"Apletodon","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes","Chordata",37,9517,"native","Mediterranean and Black Sea","No",4.88000011444092,3.08999991416931,9.9,14,19.4
